"iso_code","location","month","population","total_cases","total_deaths","new_cases_smoothed"
"BFA","Burkina Faso",2021-02-01,21497097,11982,142,106.714
"BFA","Burkina Faso",2021-03-01,21497097,12717,146,28.571
"BFA","Burkina Faso",2021-04-01,21497097,13310,157,25.429
"BFA","Burkina Faso",2021-05-01,21497097,13434,166,12.571
"BFA","Burkina Faso",2021-06-01,21497097,13479,168,3.571
"BFA","Burkina Faso",2021-07-01,21497097,13573,169,5.143
"BFA","Burkina Faso",2021-08-01,21497097,13777,171,8.714
"BFA","Burkina Faso",2021-09-01,21497097,14243,184,21.571
"BFA","Burkina Faso",2021-10-01,21497097,14793,214,34.143
"BFA","Burkina Faso",2021-11-01,21497097,16000,286,69.429
"BFA","Burkina Faso",2021-12-01,21497097,17632,318,84.571
"BFA","Burkina Faso",2022-01-01,21497097,20624,366,286.286
"BFA","Burkina Faso",2022-02-01,21497097,20751,375,19.286
"BFA","Burkina Faso",2022-03-01,21497097,20751,375,0
"BGD","Bangladesh",2020-03-01,166303494,NA,NA,NA
"BGD","Bangladesh",2020-04-01,166303494,7667,168,497.286
"BGD","Bangladesh",2020-05-01,166303494,47153,650,1934.714
"BGD","Bangladesh",2020-06-01,166303494,145483,1847,3755
"BGD","Bangladesh",2020-07-01,166303494,237661,3111,3810.143
"BGD","Bangladesh",2020-08-01,166303494,312996,4281,2832
"BGD","Bangladesh",2020-09-01,166303494,363479,5251,2197.286
"BGD","Bangladesh",2020-10-01,166303494,407684,5923,1495.429
"BGD","Bangladesh",2020-11-01,166303494,464932,6644,2193
"BGD","Bangladesh",2020-12-01,166303494,513510,7559,2185.857
"BGD","Bangladesh",2021-01-01,166303494,535139,8127,1033.571
"BGD","Bangladesh",2021-02-01,166303494,546216,8408,455.857
"BGD","Bangladesh",2021-03-01,166303494,611295,9046,4355.286
"BGD","Bangladesh",2021-04-01,166303494,759132,11450,7000
"BGD","Bangladesh",2021-05-01,166303494,800540,12619,2597.714
"BGD","Bangladesh",2021-06-01,166303494,913258,14503,6625.857
"BGD","Bangladesh",2021-07-01,166303494,1249484,20685,13734.286
"BGD","Bangladesh",2021-08-01,166303494,1500618,26195,14477.286
"BGD","Bangladesh",2021-09-01,166303494,1555911,27510,3678.571
"BGD","Bangladesh",2021-10-01,166303494,1569539,27868,1029.286
"BGD","Bangladesh",2021-11-01,166303494,1576284,27981,253.143
"BGD","Bangladesh",2021-12-01,166303494,1585539,28072,404.143
"BGD","Bangladesh",2022-01-01,166303494,1798833,28394,14313.714
"BGD","Bangladesh",2022-02-01,166303494,1943577,29037,13712.857
"BGD","Bangladesh",2022-03-01,166303494,1946737,29077,1077
"BGR","Bulgaria",2020-03-01,6896655,399,NA,NA
"BGR","Bulgaria",2020-04-01,6896655,1506,66,62
"BGR","Bulgaria",2020-05-01,6896655,2513,140,49.571
"BGR","Bulgaria",2020-06-01,6896655,4989,230,125
"BGR","Bulgaria",2020-07-01,6896655,11690,383,244.143
"BGR","Bulgaria",2020-08-01,6896655,16266,629,227.714
"BGR","Bulgaria",2020-09-01,6896655,20833,825,221.429
"BGR","Bulgaria",2020-10-01,6896655,52844,1279,2183.143
"BGR","Bulgaria",2020-11-01,6896655,145300,4035,3387.143
"BGR","Bulgaria",2020-12-01,6896655,202266,7576,2797.143
"BGR","Bulgaria",2021-01-01,6896655,218748,9045,861
"BGR","Bulgaria",2021-02-01,6896655,247038,10191,1481.714
"BGR","Bulgaria",2021-03-01,6896655,342633,13197,3669.286
"BGR","Bulgaria",2021-04-01,6896655,404380,16399,3603.286
"BGR","Bulgaria",2021-05-01,6896655,418577,17700,1106.571
"BGR","Bulgaria",2021-06-01,6896655,421829,18061,240
"BGR","Bulgaria",2021-07-01,6896655,425054,18213,203.571
"BGR","Bulgaria",2021-08-01,6896655,455742,18896,1520.714
"BGR","Bulgaria",2021-09-01,6896655,502162,20882,1819.857
"BGR","Bulgaria",2021-10-01,6896655,602492,23999,4782.857
"BGR","Bulgaria",2021-11-01,6896655,695057,28453,4741.857
"BGR","Bulgaria",2021-12-01,6896655,747108,30955,2087.143
"BGR","Bulgaria",2022-01-01,6896655,951965,33318,8941.286
"BGR","Bulgaria",2022-02-01,6896655,1091279,35581,8490.286
"BGR","Bulgaria",2022-03-01,6896655,1100811,35811,2394.286
"BHR","Bahrain",2020-02-01,1748295,41,NA,NA
"BHR","Bahrain",2020-03-01,1748295,567,NA,25.857
"BHR","Bahrain",2020-04-01,1748295,3040,8,127.714
"BHR","Bahrain",2020-05-01,1748295,11398,19,322.857
"BHR","Bahrain",2020-06-01,1748295,26758,87,563
"BHR","Bahrain",2020-07-01,1748295,40982,147,549.143
"BHR","Bahrain",2020-08-01,1748295,51972,190,405.286
"BHR","Bahrain",2020-09-01,1748295,70864,251,720
"BHR","Bahrain",2020-10-01,1748295,81645,321,524.714
"BHR","Bahrain",2020-11-01,1748295,86956,341,238.286
"BHR","Bahrain",2020-12-01,1748295,92675,352,229.714
"BHR","Bahrain",2021-01-01,1748295,103057,375,462.857
"BHR","Bahrain",2021-02-01,1748295,122394,449,793.429
"BHR","Bahrain",2021-03-01,1748295,144445,521,880.286
"BHR","Bahrain",2021-04-01,1748295,176934,646,1147.571
"BHR","Bahrain",2021-05-01,1748295,240531,980,2975.429
"BHR","Bahrain",2021-06-01,1748295,265827,1352,2739.571
"BHR","Bahrain",2021-07-01,1748295,269186,1384,224.286
"BHR","Bahrain",2021-08-01,1748295,272540,1388,123.857
"BHR","Bahrain",2021-09-01,1748295,275057,1389,106.429
"BHR","Bahrain",2021-10-01,1748295,276829,1393,70.857
"BHR","Bahrain",2021-11-01,1748295,277690,1394,40.286
"BHR","Bahrain",2021-12-01,1748295,282062,1394,397.857
"BHR","Bahrain",2022-01-01,1748295,374575,1408,5773
"BHR","Bahrain",2022-02-01,1748295,514883,1498,7649.714
"BHR","Bahrain",2022-03-01,1748295,525171,1458,2714
"BHS","Bahamas",2020-03-01,396914,14,NA,NA
"BHS","Bahamas",2020-04-01,396914,81,11,3.571
"BHS","Bahamas",2020-05-01,396914,102,11,1.714
"BHS","Bahamas",2020-06-01,396914,104,11,0.286
"BHS","Bahamas",2020-07-01,396914,574,14,37.857
"BHS","Bahamas",2020-08-01,396914,2217,50,83.429
"BHS","Bahamas",2020-09-01,396914,4123,96,87.571
"BHS","Bahamas",2020-10-01,396914,6714,144,122.857
"BHS","Bahamas",2020-11-01,396914,7541,163,46.429
"BHS","Bahamas",2020-12-01,396914,7871,170,20
"BHS","Bahamas",2021-01-01,396914,8174,176,14.143
"BHS","Bahamas",2021-02-01,396914,8519,179,22.857
"BHS","Bahamas",2021-03-01,396914,9119,188,26.286
"BHS","Bahamas",2021-04-01,396914,10453,199,68.714
"BHS","Bahamas",2021-05-01,396914,11796,230,68.143
"BHS","Bahamas",2021-06-01,396914,12586,246,44
"BHS","Bahamas",2021-07-01,396914,14840,287,151.286
"BHS","Bahamas",2021-08-01,396914,18139,354,151.286
"BHS","Bahamas",2021-09-01,396914,20984,531,128
"BHS","Bahamas",2021-10-01,396914,22351,643,85.571
"BHS","Bahamas",2021-11-01,396914,22791,671,NA
"BHS","Bahamas",2021-12-01,396914,24476,717,137.714
"BHS","Bahamas",2022-01-01,396914,32562,746,504.714
"BHS","Bahamas",2022-02-01,396914,33135,771,52.571
"BHS","Bahamas",2022-03-01,396914,33169,771,9.857
"BIH","Bosnia and Herzegovina",2020-03-01,3263459,420,NA,NA
"BIH","Bosnia and Herzegovina",2020-04-01,3263459,1757,69,52.286
"BIH","Bosnia and Herzegovina",2020-05-01,3263459,2510,153,51.571
"BIH","Bosnia and Herzegovina",2020-06-01,3263459,4453,186,123.571
"BIH","Bosnia and Herzegovina",2020-07-01,3263459,11876,339,301.286
"BIH","Bosnia and Herzegovina",2020-08-01,3263459,19964,609,361.286
"BIH","Bosnia and Herzegovina",2020-09-01,3263459,27469,856,297
"BIH","Bosnia and Herzegovina",2020-10-01,3263459,50090,1234,1476
"BIH","Bosnia and Herzegovina",2020-11-01,3263459,87901,2681,1612.857
"BIH","Bosnia and Herzegovina",2020-12-01,3263459,110985,4050,1051.714
"BIH","Bosnia and Herzegovina",2021-01-01,3263459,121497,4679,517
"BIH","Bosnia and Herzegovina",2021-02-01,3263459,130979,5071,491.714
"BIH","Bosnia and Herzegovina",2021-03-01,3263459,169626,6599,1632.571
"BIH","Bosnia and Herzegovina",2021-04-01,3263459,198461,8551,1635.143
"BIH","Bosnia and Herzegovina",2021-05-01,3263459,204012,9253,532.571
"BIH","Bosnia and Herzegovina",2021-06-01,3263459,205022,9665,82.857
"BIH","Bosnia and Herzegovina",2021-07-01,3263459,205655,9687,34
"BIH","Bosnia and Herzegovina",2021-08-01,3263459,213853,9803,495.714
"BIH","Bosnia and Herzegovina",2021-09-01,3263459,234775,10606,774
"BIH","Bosnia and Herzegovina",2021-10-01,3263459,252758,11495,700.143
"BIH","Bosnia and Herzegovina",2021-11-01,3263459,275065,12586,883.714
"BIH","Bosnia and Herzegovina",2021-12-01,3263459,291313,13442,663.143
"BIH","Bosnia and Herzegovina",2022-01-01,3263459,347467,14447,2424.571
"BIH","Bosnia and Herzegovina",2022-02-01,3263459,371202,15459,1773.571
"BIH","Bosnia and Herzegovina",2022-03-01,3263459,372139,15519,NA
"BLR","Belarus",2020-02-01,9442867,1,NA,NA
"BLR","Belarus",2020-03-01,9442867,152,NA,NA
"BLR","Belarus",2020-04-01,9442867,14027,89,857.857
"BLR","Belarus",2020-05-01,9442867,42556,235,953.857
"BLR","Belarus",2020-06-01,9442867,62118,392,894.143
"BLR","Belarus",2020-07-01,9442867,67808,559,354.143
"BLR","Belarus",2020-08-01,9442867,71843,681,176.857
"BLR","Belarus",2020-09-01,9442867,78631,833,324.857
"BLR","Belarus",2020-10-01,9442867,98482,980,929.143
"BLR","Belarus",2020-11-01,9442867,136647,1158,1595
"BLR","Belarus",2020-12-01,9442867,194284,1424,1922.429
"BLR","Belarus",2021-01-01,9442867,248336,1718,1909.571
"BLR","Belarus",2021-02-01,9442867,287306,1976,1551.571
"BLR","Belarus",2021-03-01,9442867,321807,2247,1258.714
"BLR","Belarus",2021-04-01,9442867,358738,2542,1256.857
"BLR","Belarus",2021-05-01,9442867,394439,2851,1437
"BLR","Belarus",2021-06-01,9442867,417189,3143,1036.714
"BLR","Belarus",2021-07-01,9442867,446040,3454,951.429
"BLR","Belarus",2021-08-01,9442867,481532,3780,1433.857
"BLR","Belarus",2021-09-01,9442867,538086,4143,1976.857
"BLR","Belarus",2021-10-01,9442867,600168,4631,2052.857
"BLR","Belarus",2021-11-01,9442867,654718,5081,1976
"BLR","Belarus",2021-12-01,9442867,699110,5578,1710.571
"BLR","Belarus",2022-01-01,9442867,742953,6052,2021.286
"BLR","Belarus",2022-02-01,9442867,919736,6480,7901.571
"BLR","Belarus",2022-03-01,9442867,929340,6550,4453.429
"BLZ","Belize",2020-03-01,404915,3,NA,NA
"BLZ","Belize",2020-04-01,404915,18,NA,1.571
"BLZ","Belize",2020-05-01,404915,18,2,0
"BLZ","Belize",2020-06-01,404915,24,2,0.286
"BLZ","Belize",2020-07-01,404915,48,2,1.429
"BLZ","Belize",2020-08-01,404915,1007,13,49
"BLZ","Belize",2020-09-01,404915,1992,27,48.714
"BLZ","Belize",2020-10-01,404915,3487,59,58.857
"BLZ","Belize",2020-11-01,404915,5854,148,102.286
"BLZ","Belize",2020-12-01,404915,10776,248,380.714
"BLZ","Belize",2021-01-01,404915,11908,301,65.571
"BLZ","Belize",2021-02-01,404915,12293,315,25
"BLZ","Belize",2021-03-01,404915,12456,317,8.286
"BLZ","Belize",2021-04-01,404915,12668,323,9.857
"BLZ","Belize",2021-05-01,404915,12809,324,9.857
"BLZ","Belize",2021-06-01,404915,13251,329,24
"BLZ","Belize",2021-07-01,404915,14163,337,36
"BLZ","Belize",2021-08-01,404915,16353,362,95.714
"BLZ","Belize",2021-09-01,404915,20801,414,199
"BLZ","Belize",2021-10-01,404915,26798,491,368.714
"BLZ","Belize",2021-11-01,404915,30431,578,181.143
"BLZ","Belize",2021-12-01,404915,32840,602,191
"BLZ","Belize",2022-01-01,404915,50487,625,754.286
"BLZ","Belize",2022-02-01,404915,56694,650,534.429
"BLZ","Belize",2022-03-01,404915,56876,651,57
"BMU","Bermuda",2020-03-01,62092,32,NA,NA
"BMU","Bermuda",2020-04-01,62092,114,NA,6
"BMU","Bermuda",2020-05-01,62092,140,9,2.143
"BMU","Bermuda",2020-06-01,62092,146,9,1.143
"BMU","Bermuda",2020-07-01,62092,156,9,0.571
"BMU","Bermuda",2020-08-01,62092,172,9,1.143
"BMU","Bermuda",2020-09-01,62092,181,9,1
"BMU","Bermuda",2020-10-01,62092,199,9,1.429
"BMU","Bermuda",2020-11-01,62092,260,9,4.714
"BMU","Bermuda",2020-12-01,62092,604,10,19.429
"BMU","Bermuda",2021-01-01,62092,691,12,6.143
"BMU","Bermuda",2021-02-01,62092,705,12,1.143
"BMU","Bermuda",2021-03-01,62092,1217,12,53.857
"BMU","Bermuda",2021-04-01,62092,2393,28,68.714
"BMU","Bermuda",2021-05-01,62092,2494,33,11.143
"BMU","Bermuda",2021-06-01,62092,2514,33,1.429
"BMU","Bermuda",2021-07-01,62092,2553,33,2.571
"BMU","Bermuda",2021-08-01,62092,2923,34,18.714
"BMU","Bermuda",2021-09-01,62092,5244,72,166.714
"BMU","Bermuda",2021-10-01,62092,5647,101,63.429
"BMU","Bermuda",2021-11-01,62092,5748,106,4.571
"BMU","Bermuda",2021-12-01,62092,6420,110,58
"BMU","Bermuda",2022-01-01,62092,10793,117,269.429
"BMU","Bermuda",2022-02-01,62092,11561,123,75.857
"BMU","Bermuda",2022-03-01,62092,11634,123,20.571
"BOL","Bolivia",2020-03-01,11832936,107,NA,NA
"BOL","Bolivia",2020-04-01,11832936,1167,62,71.571
"BOL","Bolivia",2020-05-01,11832936,9982,313,531.286
"BOL","Bolivia",2020-06-01,11832936,33219,1123,1023.429
"BOL","Bolivia",2020-07-01,11832936,76789,2977,1702.429
"BOL","Bolivia",2020-08-01,11832936,116598,5027,1658.143
"BOL","Bolivia",2020-09-01,11832936,135311,7965,895.429
"BOL","Bolivia",2020-10-01,11832936,141757,8725,442.571
"BOL","Bolivia",2020-11-01,11832936,144708,8957,140
"BOL","Bolivia",2020-12-01,11832936,160124,9165,1000.429
"BOL","Bolivia",2021-01-01,11832936,216835,10379,2256.857
"BOL","Bolivia",2021-02-01,11832936,249010,11649,2211.571
"BOL","Bolivia",2021-03-01,11832936,272411,12257,941.571
"BOL","Bolivia",2021-04-01,11832936,303732,12951,1403.571
"BOL","Bolivia",2021-05-01,11832936,371279,14524,3089.429
"BOL","Bolivia",2021-06-01,11832936,439624,16767,3134.857
"BOL","Bolivia",2021-07-01,11832936,473506,17821,1729.714
"BOL","Bolivia",2021-08-01,11832936,490879,18452,873.571
"BOL","Bolivia",2021-09-01,11832936,500445,18735,419.571
"BOL","Bolivia",2021-10-01,11832936,513584,18925,553.571
"BOL","Bolivia",2021-11-01,11832936,537559,19171,1105
"BOL","Bolivia",2021-12-01,11832936,599753,19680,3500.857
"BOL","Bolivia",2022-01-01,11832936,855705,20951,11969.714
"BOL","Bolivia",2022-02-01,11832936,893395,21438,4471.143
"BOL","Bolivia",2022-03-01,11832936,894551,21455,342.857
"BRA","Brazil",2020-02-01,213993441,2,NA,NA
"BRA","Brazil",2020-03-01,213993441,5717,NA,NA
"BRA","Brazil",2020-04-01,213993441,87187,6006,5307.286
"BRA","Brazil",2020-05-01,213993441,516137,29367,21621.286
"BRA","Brazil",2020-06-01,213993441,1412669,59792,NA
"BRA","Brazil",2020-07-01,213993441,2670451,92728,47514.571
"BRA","Brazil",2020-08-01,213993441,3914829,121618,44913.143
"BRA","Brazil",2020-09-01,213993441,4817365,144078,40532.714
"BRA","Brazil",2020-10-01,213993441,5537763,159972,27446.571
"BRA","Brazil",2020-11-01,213993441,6341965,173268,35678
"BRA","Brazil",2020-12-01,213993441,7681032,195072,49244.571
"BRA","Brazil",2021-01-01,213993441,9208521,224648,55093.286
"BRA","Brazil",2021-02-01,213993441,10558091,255179,54896.286
"BRA","Brazil",2021-03-01,213993441,12763392,322138,77119.857
"BRA","Brazil",2021-04-01,213993441,14675104,404530,73508.714
"BRA","Brazil",2021-05-01,213993441,16557888,463244,65565.286
"BRA","Brazil",2021-06-01,213993441,18570296,518488,78663.286
"BRA","Brazil",2021-07-01,213993441,19922146,556676,53427.714
"BRA","Brazil",2021-08-01,213993441,20785196,580764,35603.143
"BRA","Brazil",2021-09-01,213993441,21432362,597032,NA
"BRA","Brazil",2021-10-01,213993441,21814625,608082,16251.571
"BRA","Brazil",2021-11-01,213993441,22100143,614985,11520.286
"BRA","Brazil",2021-12-01,213993441,22291839,619334,9033.857
"BRA","Brazil",2022-01-01,213993441,25463530,627589,189227
"BRA","Brazil",2022-02-01,213993441,28796571,649676,188299.857
"BRA","Brazil",2022-03-01,213993441,29040800,652216,65271.286
"BRB","Barbados",2020-03-01,287708,34,NA,NA
"BRB","Barbados",2020-04-01,287708,81,NA,4.143
"BRB","Barbados",2020-05-01,287708,92,7,0.857
"BRB","Barbados",2020-06-01,287708,97,7,0.714
"BRB","Barbados",2020-07-01,287708,110,7,0.857
"BRB","Barbados",2020-08-01,287708,174,7,4
"BRB","Barbados",2020-09-01,287708,190,7,1.714
"BRB","Barbados",2020-10-01,287708,237,7,2.143
"BRB","Barbados",2020-11-01,287708,276,7,2.429
"BRB","Barbados",2020-12-01,287708,383,7,7
"BRB","Barbados",2021-01-01,287708,1545,14,59
"BRB","Barbados",2021-02-01,287708,3068,33,106.143
"BRB","Barbados",2021-03-01,287708,3652,42,46.286
"BRB","Barbados",2021-04-01,287708,3855,44,9.429
"BRB","Barbados",2021-05-01,287708,4017,47,13
"BRB","Barbados",2021-06-01,287708,4081,47,4.857
"BRB","Barbados",2021-07-01,287708,4390,48,16.429
"BRB","Barbados",2021-08-01,287708,5032,50,48.286
"BRB","Barbados",2021-09-01,287708,8381,74,188
"BRB","Barbados",2021-10-01,287708,17763,153,355.714
"BRB","Barbados",2021-11-01,287708,25316,229,347.857
"BRB","Barbados",2021-12-01,287708,28565,260,170.714
"BRB","Barbados",2022-01-01,287708,44430,280,699.714
"BRB","Barbados",2022-02-01,287708,55165,316,654.857
"BRB","Barbados",2022-03-01,287708,56013,319,182.714
"BRN","Brunei",2020-03-01,441532,129,NA,NA
"BRN","Brunei",2020-04-01,441532,138,1,3.143
"BRN","Brunei",2020-05-01,441532,141,2,0.429
"BRN","Brunei",2020-06-01,441532,141,3,0
"BRN","Brunei",2020-07-01,441532,141,3,0
"BRN","Brunei",2020-08-01,441532,144,3,0.286
"BRN","Brunei",2020-09-01,441532,146,3,0.143
"BRN","Brunei",2020-10-01,441532,148,3,0.143
"BRN","Brunei",2020-11-01,441532,150,3,0.286
"BRN","Brunei",2020-12-01,441532,157,3,0.714
"BRN","Brunei",2021-01-01,441532,180,3,2.857
"BRN","Brunei",2021-02-01,441532,186,3,0.714
"BRN","Brunei",2021-03-01,441532,212,3,1.857
"BRN","Brunei",2021-04-01,441532,224,3,1.143
"BRN","Brunei",2021-05-01,441532,242,3,0.857
"BRN","Brunei",2021-06-01,441532,260,3,1.143
"BRN","Brunei",2021-07-01,441532,337,3,7.143
"BRN","Brunei",2021-08-01,441532,2712,9,173.286
"BRN","Brunei",2021-09-01,441532,7116,42,218.571
"BRN","Brunei",2021-10-01,441532,13130,88,268.571
"BRN","Brunei",2021-11-01,441532,15058,97,123.143
"BRN","Brunei",2021-12-01,441532,15470,98,NA
"BRN","Brunei",2022-01-01,441532,16476,98,46.857
"BRN","Brunei",2022-02-01,441532,63542,125,3983.714
"BRN","Brunei",2022-03-01,441532,84844,140,4194.143
"BTN","Bhutan",2020-03-01,779900,4,NA,NA
"BTN","Bhutan",2020-04-01,779900,7,NA,0.429
"BTN","Bhutan",2020-05-01,779900,43,NA,2.714
"BTN","Bhutan",2020-06-01,779900,77,NA,2.857
"BTN","Bhutan",2020-07-01,779900,101,NA,1.286
"BTN","Bhutan",2020-08-01,779900,225,NA,9.857
"BTN","Bhutan",2020-09-01,779900,282,NA,7.714
"BTN","Bhutan",2020-10-01,779900,349,NA,3.571
"BTN","Bhutan",2020-11-01,779900,410,NA,3.429
"BTN","Bhutan",2020-12-01,779900,670,NA,25.286
"BTN","Bhutan",2021-01-01,779900,859,NA,16.143
"BTN","Bhutan",2021-02-01,779900,867,1,0.714
"BTN","Bhutan",2021-03-01,779900,873,1,0.429
"BTN","Bhutan",2021-04-01,779900,1074,1,12.429
"BTN","Bhutan",2021-05-01,779900,1620,1,31.143
"BTN","Bhutan",2021-06-01,779900,2100,1,29.857
"BTN","Bhutan",2021-07-01,779900,2515,2,21.286
"BTN","Bhutan",2021-08-01,779900,2596,3,5.571
"BTN","Bhutan",2021-09-01,779900,2601,3,0.714
"BTN","Bhutan",2021-10-01,779900,2621,3,1.857
"BTN","Bhutan",2021-11-01,779900,2640,3,1.286
"BTN","Bhutan",2021-12-01,779900,2660,3,1.429
"BTN","Bhutan",2022-01-01,779900,4891,4,154.286
"BTN","Bhutan",2022-02-01,779900,12702,6,378.429
"BTN","Bhutan",2022-03-01,779900,14451,7,431.571
"BWA","Botswana",2020-03-01,2397240,4,NA,NA
"BWA","Botswana",2020-04-01,2397240,23,1,NA
"BWA","Botswana",2020-05-01,2397240,35,1,1.429
"BWA","Botswana",2020-06-01,2397240,227,1,19.714
"BWA","Botswana",2020-07-01,2397240,804,2,40.286
"BWA","Botswana",2020-08-01,2397240,1633,6,58.571
"BWA","Botswana",2020-09-01,2397240,3172,16,86.429
"BWA","Botswana",2020-10-01,2397240,6642,24,299.143
"BWA","Botswana",2020-11-01,2397240,10742,34,195.571
"BWA","Botswana",2020-12-01,2397240,14805,42,188
"BWA","Botswana",2021-01-01,2397240,21293,134,327
"BWA","Botswana",2021-02-01,2397240,28371,310,315.714
"BWA","Botswana",2021-03-01,2397240,39848,568,482.143
"BWA","Botswana",2021-04-01,2397240,46934,712,344.571
"BWA","Botswana",2021-05-01,2397240,54973,849,368.429
"BWA","Botswana",2021-06-01,2397240,69680,1125,621.571
"BWA","Botswana",2021-07-01,2397240,106690,1569,1678.429
"BWA","Botswana",2021-08-01,2397240,156927,2261,2269.143
"BWA","Botswana",2021-09-01,2397240,179220,2368,1226.714
"BWA","Botswana",2021-10-01,2397240,186594,2406,437.571
"BWA","Botswana",2021-11-01,2397240,195068,2418,917.143
"BWA","Botswana",2021-12-01,2397240,219509,2444,1502.143
"BWA","Botswana",2022-01-01,2397240,253036,2581,1502.143
"BWA","Botswana",2022-02-01,2397240,263950,2619,1018.857
"BWA","Botswana",2022-03-01,2397240,263950,2619,185.429
"CAF","Central African Republic",2020-03-01,4919987,3,NA,NA
"CAF","Central African Republic",2020-04-01,4919987,50,NA,5.143
"CAF","Central African Republic",2020-05-01,4919987,1011,NA,58.571
"CAF","Central African Republic",2020-06-01,4919987,3745,47,111.571
"CAF","Central African Republic",2020-07-01,4919987,4608,59,92.286
"CAF","Central African Republic",2020-08-01,4919987,4711,62,4.857
"CAF","Central African Republic",2020-09-01,4919987,4829,62,6.571
"CAF","Central African Republic",2020-10-01,4919987,4866,62,6.571
"CAF","Central African Republic",2020-11-01,4919987,4913,63,3.286
"CAF","Central African Republic",2020-12-01,4919987,4963,63,3.571
"CAF","Central African Republic",2021-01-01,4919987,4981,63,2.143
"CAF","Central African Republic",2021-02-01,4919987,5004,63,1.286
"CAF","Central African Republic",2021-03-01,4919987,5161,67,10.571
"CAF","Central African Republic",2021-04-01,4919987,6411,88,70.857
"CAF","Central African Republic",2021-05-01,4919987,7091,98,49.286
"CAF","Central African Republic",2021-06-01,4919987,7141,98,5.429
